model,problem_id,problem_consistency,avg_similarity,consistent_pairs,total_pairs
Dataset_DeepseekV3.1,p02971,0.6666666666666666,0.6566666666666666,10,15
Dataset_DeepseekV3.1,p02959,0.7333333333333333,0.5966666666666666,11,15
Dataset_DeepseekV3.1,p02408,0.6666666666666666,0.6866666666666668,10,15
Dataset_DeepseekV3.1,p02409,0.7333333333333333,0.6066666666666667,11,15
Dataset_DeepseekV3.1,p02390,0.7333333333333333,0.5833333333333334,11,15
Dataset_DeepseekV3.1,p02420,0.4666666666666667,0.4933333333333333,7,15
Dataset_DeepseekV3.1,p02391,0.6666666666666666,0.5933333333333334,10,15
Dataset_DeepseekV3.1,p03071,0.7333333333333333,0.5800000000000001,11,15
Dataset_DeepseekV3.1,p03059,0.6,0.5766666666666667,9,15
Dataset_DeepseekV3.1,p02421,1.0,0.7800000000000001,15,15
Dataset_DeepseekV3.1,p02958,0.6666666666666666,0.6266666666666668,10,15
Dataset_DeepseekV3.1,p02970,0.8,0.7066666666666668,12,15
Dataset_DeepseekV3.1,p04044,0.9333333333333333,0.6933333333333334,14,15
Dataset_DeepseekV3.1,p02582,0.4666666666666667,0.45,7,15
Dataset_DeepseekV3.1,p03107,0.6,0.5199999999999999,9,15
Dataset_DeepseekV3.1,p03449,0.6666666666666666,0.6366666666666668,10,15
Dataset_DeepseekV3.1,p02755,0.8,0.6333333333333334,12,15
Dataset_DeepseekV3.1,p02621,0.7333333333333333,0.57,11,15
Dataset_DeepseekV3.1,p02812,0.9333333333333333,0.65,14,15
Dataset_DeepseekV3.1,p03072,0.6666666666666666,0.5266666666666666,10,15
Dataset_DeepseekV3.1,p03073,0.6666666666666666,0.6233333333333333,10,15
Dataset_DeepseekV3.1,p02392,0.6666666666666666,0.5900000000000001,10,15
Dataset_DeepseekV3.1,p02393,1.0,0.7466666666666667,15,15
Dataset_DeepseekV3.1,p02783,0.6666666666666666,0.5866666666666666,10,15
Dataset_DeepseekV3.1,p02595,1.0,0.8266666666666668,15,15
Dataset_DeepseekV3.1,p02754,0.6,0.5433333333333333,9,15
Dataset_DeepseekV3.1,p03106,1.0,0.7466666666666667,15,15
Dataset_DeepseekV3.1,p03102,0.9333333333333333,0.6766666666666666,14,15
Dataset_DeepseekV3.1,p02552,0.6666666666666666,0.5666666666666668,10,15
Dataset_DeepseekV3.1,p02988,0.8666666666666667,0.6533333333333332,13,15
Dataset_DeepseekV3.1,p02397,0.5333333333333333,0.49,8,15
Dataset_DeepseekV3.1,p04043,0.6,0.52,9,15
Dataset_DeepseekV3.1,p02778,0.4666666666666667,0.52,7,15
Dataset_DeepseekV3.1,p03076,0.6666666666666666,0.5866666666666667,10,15
Dataset_DeepseekV3.1,p02396,0.4666666666666667,0.5399999999999999,7,15
Dataset_DeepseekV3.1,p03261,1.0,0.7400000000000001,15,15
Dataset_DeepseekV3.1,p02802,0.6666666666666666,0.5399999999999999,10,15
Dataset_DeepseekV3.1,p02786,0.7333333333333333,0.6366666666666667,11,15
Dataset_DeepseekV3.1,p02989,0.8,0.6433333333333333,12,15
Dataset_DeepseekV3.1,p03315,0.4,0.4666666666666667,6,15
Dataset_DeepseekV3.1,p02779,0.6666666666666666,0.5700000000000001,10,15
Dataset_DeepseekV3.1,p02553,0.9333333333333333,0.7066666666666666,14,15
Dataset_DeepseekV3.1,p03854,0.4,0.53,6,15
Dataset_DeepseekV3.1,p02547,0.8,0.6266666666666667,12,15
Dataset_DeepseekV3.1,p02784,0.7333333333333333,0.61,11,15
Dataset_DeepseekV3.1,p02753,0.4,0.43,6,15
Dataset_DeepseekV3.1,p02627,0.6666666666666666,0.5566666666666666,10,15
Dataset_DeepseekV3.1,p02790,0.4666666666666667,0.5366666666666667,7,15
Dataset_DeepseekV3.1,p03471,0.8,0.6666666666666669,12,15
Dataset_DeepseekV3.1,p03075,0.9333333333333333,0.6833333333333333,14,15
Dataset_DeepseekV3.1,p02381,0.8,0.6633333333333333,12,15
Dataset_DeepseekV3.1,p02394,0.4,0.45666666666666667,6,15
Dataset_DeepseekV3.1,p02418,0.6,0.5733333333333335,9,15
Dataset_DeepseekV3.1,p02419,0.6666666666666666,0.6100000000000001,10,15
Dataset_DeepseekV3.1,p03060,0.7333333333333333,0.6333333333333334,11,15
Dataset_DeepseekV3.1,p02801,0.6666666666666666,0.5433333333333333,10,15
Dataset_DeepseekV3.1,p03289,0.7333333333333333,0.6633333333333334,11,15
Dataset_DeepseekV3.1,p02829,0.8666666666666667,0.6633333333333332,13,15
Dataset_DeepseekV3.1,p02785,0.6666666666666666,0.6466666666666667,10,15
Dataset_DeepseekV3.1,p02791,0.8666666666666667,0.6433333333333333,13,15
Dataset_DeepseekV3.1,p03680,0.7333333333333333,0.6433333333333333,11,15
Dataset_DeepseekV3.1,p03470,1.0,0.7533333333333335,15,15
Dataset_DeepseekV3.1,p02578,0.6,0.5299999999999998,9,15
Dataset_DeepseekV3.1,p03316,0.9333333333333333,0.6733333333333335,14,15
Dataset_DeepseekV3.1,p03469,0.4,0.4866666666666665,6,15
Dataset_DeepseekV3.1,p03455,0.8,0.6,12,15
Dataset_DeepseekV3.1,p02993,0.9333333333333333,0.7066666666666668,14,15
Dataset_DeepseekV3.1,p02777,0.6,0.49999999999999994,9,15
Dataset_DeepseekV3.1,p02818,0.6666666666666666,0.6,10,15
Dataset_DeepseekV3.1,p02987,0.6666666666666666,0.5433333333333333,10,15
Dataset_DeepseekV3.1,p02830,0.8666666666666667,0.6966666666666668,13,15
Dataset_DeepseekV3.1,p02415,0.6,0.5966666666666669,9,15
Dataset_DeepseekV3.1,p03086,1.0,0.8066666666666668,15,15
Dataset_DeepseekV3.1,p02401,0.6666666666666666,0.58,10,15
Dataset_DeepseekV3.1,p02398,0.8,0.65,12,15
Dataset_DeepseekV3.1,p02399,0.6666666666666666,0.5666666666666667,10,15
Dataset_DeepseekV3.1,p03087,0.9333333333333333,0.6866666666666668,14,15
Dataset_DeepseekV3.1,p02400,0.6666666666666666,0.6033333333333335,10,15
Dataset_DeepseekV3.1,p02414,0.8666666666666667,0.7,13,15
Dataset_DeepseekV3.1,p02819,0.8666666666666667,0.6966666666666667,13,15
Dataset_DeepseekV3.1,p02831,0.9333333333333333,0.7433333333333335,14,15
Dataset_DeepseekV3.1,p03285,0.26666666666666666,0.42000000000000004,4,15
Dataset_DeepseekV3.1,p00001,1.0,0.7766666666666667,15,15
Dataset_DeepseekV3.1,p02945,0.9333333333333333,0.6599999999999999,14,15
Dataset_DeepseekV3.1,p02951,0.7333333333333333,0.6266666666666667,11,15
Dataset_DeepseekV3.1,p03695,0.9333333333333333,0.7333333333333333,14,15
Dataset_DeepseekV3.1,p02576,0.9333333333333333,0.6533333333333334,14,15
Dataset_DeepseekV3.1,p03126,0.7333333333333333,0.5116666666666666,11,15
Dataset_DeepseekV3.1,p03324,0.7333333333333333,0.59,11,15
Dataset_DeepseekV3.1,p03456,1.0,0.7799999999999999,15,15
Dataset_DeepseekV3.1,p00003,1.0,0.7833333333333333,15,15
Dataset_DeepseekV3.1,p02628,0.9333333333333333,0.6633333333333333,14,15
Dataset_DeepseekV3.1,p02947,1.0,0.7600000000000001,15,15
Dataset_DeepseekV3.1,p02953,0.7333333333333333,0.64,11,15
Dataset_DeepseekV3.1,p02416,0.6,0.49999999999999994,9,15
Dataset_DeepseekV3.1,p03293,0.8,0.6433333333333332,12,15
Dataset_DeepseekV3.1,p02402,0.6666666666666666,0.6566666666666668,10,15
Dataset_DeepseekV3.1,p03720,0.8666666666666667,0.6833333333333335,13,15
Dataset_DeepseekV3.1,p02403,0.6666666666666666,0.6166666666666667,10,15
Dataset_DeepseekV3.1,p02417,0.6666666666666666,0.5916666666666668,10,15
Dataset_DeepseekV3.1,p02629,0.8,0.6733333333333333,12,15
Dataset_DeepseekV3.1,p00002,0.6666666666666666,0.5700000000000001,10,15
Dataset_DeepseekV3.1,p02832,0.9333333333333333,0.6933333333333332,14,15
Dataset_DeepseekV3.1,p03292,0.6666666666666666,0.5666666666666667,10,15
Dataset_DeepseekV3.1,p03494,0.9333333333333333,0.6766666666666669,14,15
Dataset_DeepseekV3.1,p02952,0.6666666666666666,0.6199999999999999,10,15
Dataset_DeepseekV3.1,p02946,0.9333333333333333,0.72,14,15
Dataset_DeepseekV3.1,p03325,0.7333333333333333,0.6800000000000002,11,15
Dataset_DeepseekV3.1,p02577,0.6666666666666666,0.6433333333333333,10,15
Dataset_DeepseekV3.1,p03457,0.9333333333333333,0.7233333333333333,14,15
Dataset_DeepseekV3.1,p02981,0.6666666666666666,0.5633333333333332,10,15
Dataset_DeepseekV3.1,p02639,0.4,0.4933333333333333,6,15
Dataset_DeepseekV3.1,p02759,0.6666666666666666,0.6633333333333334,10,15
Dataset_DeepseekV3.1,p02995,1.0,0.8066666666666669,15,15
Dataset_DeepseekV3.1,p00006,0.6666666666666666,0.5766666666666668,10,15
Dataset_DeepseekV3.1,p02771,0.6666666666666666,0.6333333333333334,10,15
Dataset_DeepseekV3.1,p02413,0.9333333333333333,0.7566666666666667,14,15
Dataset_DeepseekV3.1,p02836,0.6666666666666666,0.6600000000000001,10,15
Dataset_DeepseekV3.1,p02407,0.4666666666666667,0.4933333333333333,7,15
Dataset_DeepseekV3.1,p03282,0.4666666666666667,0.5333333333333333,7,15
Dataset_DeepseekV3.1,p03043,0.6666666666666666,0.5766666666666667,10,15
Dataset_DeepseekV3.1,p02406,0.6666666666666666,0.55,10,15
Dataset_DeepseekV3.1,p02412,0.8,0.6166666666666667,12,15
Dataset_DeepseekV3.1,p02957,0.6,0.4866666666666666,9,15
Dataset_DeepseekV3.1,p00007,0.8666666666666667,0.7300000000000001,13,15
Dataset_DeepseekV3.1,p03042,0.6666666666666666,0.6133333333333334,10,15
Dataset_DeepseekV3.1,p03308,0.6666666666666666,0.58,10,15
Dataset_DeepseekV3.1,p03644,0.6,0.47,9,15
Dataset_DeepseekV3.1,p03136,0.8666666666666667,0.7533333333333335,13,15
Dataset_DeepseekV3.1,p02994,0.8,0.6133333333333333,12,15
Dataset_DeepseekV3.1,p02570,0.8,0.5966666666666668,12,15
Dataset_DeepseekV3.1,p02772,0.7333333333333333,0.64,11,15
Dataset_DeepseekV3.1,p02982,1.0,0.6966666666666668,15,15
Dataset_DeepseekV3.1,p03478,1.0,0.7866666666666668,15,15
Dataset_DeepseekV3.1,p02766,0.9333333333333333,0.7133333333333335,14,15
Dataset_DeepseekV3.1,p03493,0.7333333333333333,0.5966666666666666,11,15
Dataset_DeepseekV3.1,p00005,0.7333333333333333,0.6433333333333333,11,15
Dataset_DeepseekV3.1,p03242,0.6666666666666666,0.5466666666666666,10,15
Dataset_DeepseekV3.1,p00011,0.4666666666666667,0.5333333333333333,7,15
Dataset_DeepseekV3.1,p03281,0.8666666666666667,0.6466666666666667,13,15
Dataset_DeepseekV3.1,p02835,0.7333333333333333,0.6,11,15
Dataset_DeepseekV3.1,p02404,0.8666666666666667,0.6233333333333333,13,15
Dataset_DeepseekV3.1,p02388,1.0,0.7800000000000001,15,15
Dataset_DeepseekV3.1,p02410,0.6666666666666666,0.5700000000000001,10,15
Dataset_DeepseekV3.1,p02612,0.5333333333333333,0.5466666666666666,8,15
Dataset_DeepseekV3.1,p02389,0.7333333333333333,0.5333333333333333,11,15
Dataset_DeepseekV3.1,p02405,0.7333333333333333,0.6133333333333334,11,15
Dataset_DeepseekV3.1,p02613,0.9333333333333333,0.6700000000000002,14,15
Dataset_DeepseekV3.1,p03041,0.8,0.6333333333333334,12,15
Dataset_DeepseekV3.1,p02411,0.6666666666666666,0.6700000000000002,10,15
Dataset_DeepseekV3.1,p02767,0.9333333333333333,0.7233333333333335,14,15
Dataset_DeepseekV3.1,p02773,0.9333333333333333,0.67,14,15
Dataset_DeepseekV3.1,p02571,0.6666666666666666,0.6166666666666667,10,15
Dataset_DeepseekV3.1,p03243,0.6,0.5166666666666667,9,15
Dataset_DeepseekV3.1,p02983,0.7333333333333333,0.63,11,15
Dataset_DeepseekV3.1,p03109,0.4666666666666667,0.4933333333333333,7,15
Dataset_DeepseekV3.1,p02264,1.0,0.7766666666666668,15,15
Dataset_DeepseekV3.1,p02700,0.6666666666666666,0.6366666666666668,10,15
Dataset_DeepseekV3.1,p03146,0.8666666666666667,0.6966666666666669,13,15
Dataset_DeepseekV3.1,p03378,0.8,0.5866666666666667,12,15
Dataset_DeepseekV3.1,p02258,0.7333333333333333,0.6233333333333334,11,15
Dataset_DeepseekV3.1,p02847,0.5333333333333333,0.55,8,15
Dataset_DeepseekV3.1,p04012,0.6666666666666666,0.6100000000000001,10,15
Dataset_DeepseekV3.1,p02675,0.6,0.5600000000000002,9,15
Dataset_DeepseekV3.1,p03998,0.5333333333333333,0.5166666666666667,8,15
Dataset_DeepseekV3.1,p03147,0.5333333333333333,0.5700000000000001,8,15
Dataset_DeepseekV3.1,p02259,0.6666666666666666,0.6033333333333334,10,15
Dataset_DeepseekV3.1,p02701,0.9333333333333333,0.7733333333333334,14,15
Dataset_DeepseekV3.1,p03435,0.6666666666666666,0.59,10,15
Dataset_DeepseekV3.1,p02729,0.6,0.5,9,15
Dataset_DeepseekV3.1,p02717,0.6666666666666666,0.6600000000000001,10,15
Dataset_DeepseekV3.1,p02677,0.8666666666666667,0.7166666666666667,13,15
Dataset_DeepseekV3.1,p02887,0.5333333333333333,0.5233333333333333,8,15
Dataset_DeepseekV3.1,p02688,0.9333333333333333,0.5933333333333333,14,15
Dataset_DeepseekV3.1,p02879,0.8666666666666667,0.6666666666666665,13,15
Dataset_DeepseekV3.1,p02712,0.5333333333333333,0.5033333333333333,8,15
Dataset_DeepseekV3.1,p02886,0.8666666666666667,0.7100000000000002,13,15
Dataset_DeepseekV3.1,p02676,0.9333333333333333,0.6933333333333334,14,15
Dataset_DeepseekV3.1,p03632,0.7333333333333333,0.6366666666666667,11,15
Dataset_DeepseekV3.1,p03434,0.8666666666666667,0.6500000000000001,13,15
Dataset_DeepseekV3.1,p03352,0.7333333333333333,0.67,11,15
Dataset_DeepseekV3.1,p02706,0.6666666666666666,0.5800000000000002,10,15
Dataset_DeepseekV3.1,p02921,0.6666666666666666,0.5466666666666667,10,15
Dataset_DeepseekV3.1,p02935,0.8666666666666667,0.7066666666666668,13,15
Dataset_DeepseekV3.1,p02909,0.4,0.4933333333333333,6,15
Dataset_DeepseekV3.1,p02713,0.9333333333333333,0.7200000000000001,14,15
Dataset_DeepseekV3.1,p03035,0.7333333333333333,0.5833333333333334,11,15
Dataset_DeepseekV3.1,p02699,0.8,0.6266666666666666,12,15
Dataset_DeepseekV3.1,p03545,0.7333333333333333,0.64,11,15
Dataset_DeepseekV3.1,p02934,1.0,0.7700000000000001,15,15
Dataset_DeepseekV3.1,p02897,0.6666666666666666,0.6633333333333334,10,15
Dataset_DeepseekV3.1,p03814,0.6,0.5133333333333332,9,15
Dataset_DeepseekV3.1,p02707,0.6,0.57,9,15
Dataset_DeepseekV3.1,p02263,0.9333333333333333,0.76,14,15
Dataset_DeepseekV3.1,p02711,0.6,0.5566666666666668,9,15
Dataset_DeepseekV3.1,p02922,0.7333333333333333,0.6,11,15
Dataset_DeepseekV3.1,p02881,0.6666666666666666,0.6500000000000001,10,15
Dataset_DeepseekV3.1,p02705,0.8666666666666667,0.6666666666666666,13,15
Dataset_DeepseekV3.1,p02880,0.6,0.56,9,15
Dataset_DeepseekV3.1,p02659,0.6,0.5466666666666667,9,15
Dataset_DeepseekV3.1,p02923,0.7333333333333333,0.6066666666666667,11,15
Dataset_DeepseekV3.1,p02658,1.0,0.7600000000000002,15,15
Dataset_DeepseekV3.1,p03037,0.7333333333333333,0.64,11,15
Dataset_DeepseekV3.1,p03220,0.6666666666666666,0.5333333333333333,10,15
Dataset_DeepseekV3.1,p02260,0.8,0.6900000000000001,12,15
Dataset_GPT3.5,p02641,0.6666666666666666,0.49,10,15
Dataset_GPT3.5,p02899,0.4666666666666667,0.41000000000000003,7,15
Dataset_GPT3.5,p03013,0.26666666666666666,0.3433333333333333,4,15
Dataset_GPT3.5,p03371,0.4666666666666667,0.40333333333333327,7,15
Dataset_GPT3.5,p03775,0.4666666666666667,0.4233333333333333,7,15
Dataset_GPT3.5,p02640,0.4,0.47333333333333333,6,15
Dataset_GPT3.5,p03239,0.6,0.4800000000000001,9,15
Dataset_GPT3.5,p03012,0.6666666666666666,0.49,10,15
Dataset_GPT3.5,p02682,0.6,0.4799999999999999,9,15
Dataset_GPT3.5,p02898,0.9333333333333333,0.6366666666666666,14,15
Dataset_GPT3.5,p03370,0.6,0.41333333333333333,9,15
Dataset_GPT3.5,p03416,0.6666666666666666,0.6099999999999999,10,15
Dataset_GPT3.5,p03011,0.6666666666666666,0.49333333333333335,10,15
Dataset_GPT3.5,p02723,0.6,0.5666666666666668,9,15
Dataset_GPT3.5,p04030,0.6666666666666666,0.52,10,15
Dataset_GPT3.5,p02694,0.6666666666666666,0.5166666666666667,10,15
Dataset_GPT3.5,p02681,0.5333333333333333,0.5133333333333333,8,15
Dataset_GPT3.5,p02911,0.3333333333333333,0.37333333333333324,5,15
Dataset_GPT3.5,p02657,0.6666666666666666,0.5733333333333334,10,15
Dataset_GPT3.5,p02910,0.4,0.3966666666666666,6,15
Dataset_GPT3.5,p03161,0.7333333333333333,0.6733333333333332,11,15
Dataset_GPT3.5,p02257,0.7333333333333333,0.5833333333333334,11,15
Dataset_GPT3.5,p02860,0.5333333333333333,0.48333333333333334,8,15
Dataset_GPT3.5,p03000,0.4,0.44,6,15
Dataset_GPT3.5,p02268,0.6666666666666666,0.55,10,15
Dataset_GPT3.5,p03160,0.8,0.6833333333333333,12,15
Dataset_GPT3.5,p03001,0.5333333333333333,0.42666666666666664,8,15
Dataset_GPT3.5,p02848,0.5333333333333333,0.51,8,15
Dataset_GPT3.5,p03835,0.4,0.36,6,15
Dataset_GPT3.5,p02256,0.6,0.5333333333333333,9,15
Dataset_GPT3.5,p02718,0.4,0.4,6,15
Dataset_GPT3.5,p02730,0.6666666666666666,0.47333333333333333,10,15
Dataset_GPT3.5,p03360,0.6666666666666666,0.49666666666666665,10,15
Dataset_GPT3.5,p02724,0.6,0.44333333333333336,9,15
Dataset_GPT3.5,p02693,0.4666666666666667,0.42000000000000004,7,15
Dataset_GPT3.5,p02917,0.6666666666666666,0.44,10,15
Dataset_GPT3.5,p02725,0.6,0.45999999999999996,9,15
Dataset_GPT3.5,p02687,0.4,0.49000000000000005,6,15
Dataset_GPT3.5,p02916,0.5333333333333333,0.4533333333333333,8,15
Dataset_GPT3.5,p02731,0.3333333333333333,0.36666666666666664,5,15
Dataset_GPT3.5,p02719,0.6666666666666666,0.43666666666666665,10,15
Dataset_GPT3.5,p03448,0.7333333333333333,0.5266666666666667,11,15
Dataset_GPT3.5,p02255,1.0,0.7666666666666668,15,15
Dataset_GPT3.5,p03474,0.4,0.4166666666666667,6,15
Dataset_GPT3.5,p02959,0.6666666666666666,0.45666666666666667,10,15
Dataset_GPT3.5,p02971,0.4666666666666667,0.41,7,15
Dataset_GPT3.5,p02408,0.4,0.4466666666666666,6,15
Dataset_GPT3.5,p02622,0.5333333333333333,0.45666666666666667,8,15
Dataset_GPT3.5,p02420,0.4666666666666667,0.41000000000000003,7,15
Dataset_GPT3.5,p02391,0.6666666666666666,0.6166666666666666,10,15
Dataset_GPT3.5,p02409,0.4,0.42999999999999994,6,15
Dataset_GPT3.5,p03071,0.6666666666666666,0.6066666666666668,10,15
Dataset_GPT3.5,p04044,0.6666666666666666,0.5833333333333334,10,15
Dataset_GPT3.5,p03059,0.6666666666666666,0.5433333333333333,10,15
Dataset_GPT3.5,p02390,0.4,0.49000000000000005,6,15
Dataset_GPT3.5,p02421,1.0,0.6699999999999999,15,15
Dataset_GPT3.5,p03449,0.6666666666666666,0.5633333333333334,10,15
Dataset_GPT3.5,p02970,0.6,0.5133333333333333,9,15
Dataset_GPT3.5,p02958,0.6,0.41000000000000003,9,15
Dataset_GPT3.5,p02582,0.3333333333333333,0.41333333333333333,5,15
Dataset_GPT3.5,p02755,0.3333333333333333,0.35333333333333333,5,15
Dataset_GPT3.5,p03107,0.4666666666666667,0.41999999999999993,7,15
Dataset_GPT3.5,p02621,0.6666666666666666,0.5433333333333332,10,15
Dataset_GPT3.5,p02392,0.6666666666666666,0.5666666666666667,10,15
Dataset_GPT3.5,p02812,0.5333333333333333,0.5233333333333334,8,15
Dataset_GPT3.5,p03073,0.3333333333333333,0.38333333333333336,5,15
Dataset_GPT3.5,p02393,1.0,0.7166666666666666,15,15
Dataset_GPT3.5,p03072,0.3333333333333333,0.3633333333333333,5,15
Dataset_GPT3.5,p02783,0.6,0.41000000000000003,9,15
Dataset_GPT3.5,p02754,0.3333333333333333,0.36333333333333334,5,15
Dataset_GPT3.5,p02552,0.6666666666666666,0.5333333333333333,10,15
Dataset_GPT3.5,p02988,0.6666666666666666,0.4866666666666667,10,15
Dataset_GPT3.5,p02595,0.4,0.3833333333333334,6,15
Dataset_GPT3.5,p03102,0.4,0.41000000000000003,6,15
Dataset_GPT3.5,p03106,0.4666666666666667,0.38,7,15
Dataset_GPT3.5,p02778,0.7333333333333333,0.5833333333333334,11,15
Dataset_GPT3.5,p03076,0.6666666666666666,0.43666666666666665,10,15
Dataset_GPT3.5,p04043,0.4,0.4666666666666667,6,15
Dataset_GPT3.5,p02396,0.5333333333333333,0.5000000000000001,8,15
Dataset_GPT3.5,p02397,0.5333333333333333,0.4599999999999999,8,15
Dataset_GPT3.5,p02802,0.5333333333333333,0.4266666666666666,8,15
Dataset_GPT3.5,p02786,0.6666666666666666,0.55,10,15
Dataset_GPT3.5,p03261,0.4666666666666667,0.4799999999999999,7,15
Dataset_GPT3.5,p02989,0.3333333333333333,0.41333333333333333,5,15
Dataset_GPT3.5,p02779,0.4,0.41999999999999993,6,15
Dataset_GPT3.5,p02547,0.4,0.4066666666666666,6,15
Dataset_GPT3.5,p02553,0.5333333333333333,0.4633333333333333,8,15
Dataset_GPT3.5,p03315,0.4,0.48333333333333334,6,15
Dataset_GPT3.5,p03854,0.5333333333333333,0.49000000000000005,8,15
Dataset_GPT3.5,p03471,0.5333333333333333,0.4433333333333333,8,15
Dataset_GPT3.5,p02753,0.4,0.38333333333333325,6,15
Dataset_GPT3.5,p02784,0.6666666666666666,0.5066666666666666,10,15
Dataset_GPT3.5,p02419,0.6666666666666666,0.5633333333333334,10,15
Dataset_GPT3.5,p02381,1.0,0.6966666666666667,15,15
Dataset_GPT3.5,p02627,0.6666666666666666,0.59,10,15
Dataset_GPT3.5,p02790,0.26666666666666666,0.3333333333333333,4,15
Dataset_GPT3.5,p02394,0.4,0.5033333333333334,6,15
Dataset_GPT3.5,p03060,0.5333333333333333,0.43,8,15
Dataset_GPT3.5,p03075,0.6666666666666666,0.5399999999999999,10,15
Dataset_GPT3.5,p02418,0.4666666666666667,0.4966666666666667,7,15
Dataset_GPT3.5,p02829,0.4666666666666667,0.45,7,15
Dataset_GPT3.5,p02801,0.5333333333333333,0.4766666666666667,8,15
Dataset_GPT3.5,p02785,0.6666666666666666,0.5333333333333333,10,15
Dataset_GPT3.5,p02791,0.4,0.3766666666666667,6,15
Dataset_GPT3.5,p03470,0.7333333333333333,0.59,11,15
Dataset_GPT3.5,p03289,0.5333333333333333,0.45333333333333325,8,15
Dataset_GPT3.5,p02578,0.4666666666666667,0.3933333333333333,7,15
Dataset_GPT3.5,p03680,0.6666666666666666,0.5433333333333333,10,15
Dataset_GPT3.5,p02777,0.6,0.52,9,15
Dataset_GPT3.5,p03316,0.6666666666666666,0.6200000000000002,10,15
Dataset_GPT3.5,p03469,0.26666666666666666,0.38666666666666666,4,15
Dataset_GPT3.5,p02987,0.4666666666666667,0.45999999999999996,7,15
Dataset_GPT3.5,p02993,0.6,0.5266666666666666,9,15
Dataset_GPT3.5,p02818,0.6,0.4633333333333333,9,15
Dataset_GPT3.5,p02830,0.6666666666666666,0.6066666666666668,10,15
Dataset_GPT3.5,p03455,0.4,0.4566666666666666,6,15
Dataset_GPT3.5,p02401,0.6666666666666666,0.5399999999999998,10,15
Dataset_GPT3.5,p02415,0.5333333333333333,0.51,8,15
Dataset_GPT3.5,p03086,0.9333333333333333,0.6833333333333335,14,15
Dataset_GPT3.5,p02398,0.8,0.58,12,15
