Sub_Directory,Description_Type,LLM_GPT4o_Score,LLM_Claude_Score,LLM_Average_Score,LLM_Consensus,ST_Similarity_Score,Score_Difference,Agreement,LLM_Success,ST_Success,Both_Success,Neither_Success
p03324,Description_Detailed,0.0,0.6,0.3,False,0.2630438506603241,0.03695614933967589,True,False,False,False,True
p03324,Description_Fewshot,0.0,0.0,0.0,False,0.36276713013648987,0.36276713013648987,True,False,False,False,True
p03324,Description_Reason,0.1,0.0,0.05,False,0.42575833201408386,0.3757583320140839,True,False,False,False,True
p03324,Description_Simple,0.6,0.1,0.35,False,0.4356394112110138,0.08563941121101382,True,False,False,False,True
p03324,Description_Vague,0.0,0.1,0.05,False,0.2567845284938812,0.20678452849388124,True,False,False,False,True
p02970,Description_Detailed,0.6,0.0,0.3,False,0.12233685702085495,0.17766314297914504,True,False,False,False,True
p02970,Description_Fewshot,0.1,0.1,0.1,False,0.12155843526124954,0.021558435261249537,True,False,False,False,True
p02970,Description_Reason,0.0,0.9,0.45,False,0.070283442735672,0.379716557264328,True,False,False,False,True
p02970,Description_Simple,0.0,0.6,0.3,False,0.1936407834291458,0.10635921657085418,True,False,False,False,True
p02970,Description_Vague,0.9,0.1,0.5,True,0.050118204206228256,0.44988179579377174,False,True,False,False,False
p02771,Description_Detailed,0.0,0.0,0.0,False,0.38038158416748047,0.38038158416748047,True,False,False,False,True
p02771,Description_Fewshot,0.0,0.6,0.3,False,0.4687312841415405,0.16873128414154054,True,False,False,False,True
p02771,Description_Reason,0.0,0.6,0.3,False,0.18159662187099457,0.11840337812900542,True,False,False,False,True
p02771,Description_Simple,0.6,0.9,0.75,True,0.42436301708221436,0.32563698291778564,False,True,False,False,False
p02771,Description_Vague,0.1,0.0,0.05,False,0.3922179043292999,0.34221790432929994,True,False,False,False,True
p02258,Description_Detailed,0.8,0.0,0.4,False,0.6723623275756836,0.27236232757568357,False,False,True,False,False
p02258,Description_Fewshot,0.6,0.0,0.3,False,0.5224618315696716,0.22246183156967164,False,False,True,False,False
p02258,Description_Reason,0.9,0.6,0.75,True,0.5714688897132874,0.17853111028671265,True,True,True,True,False
p02258,Description_Simple,0.9,0.8,0.8500000000000001,True,0.6575689315795898,0.19243106842041025,True,True,True,True,False
p02258,Description_Vague,0.8,0.9,0.8500000000000001,True,0.5765626430511475,0.27343735694885263,True,True,True,True,False
p02682,Description_Detailed,0.9,0.0,0.45,False,0.24196743965148926,0.20803256034851075,True,False,False,False,True
p02682,Description_Fewshot,0.6,0.9,0.75,True,0.5773873925209045,0.17261260747909546,True,True,True,True,False
p02682,Description_Reason,0.0,0.9,0.45,False,0.48423075675964355,0.034230756759643544,True,False,False,False,True
p02682,Description_Simple,0.9,0.9,0.9,True,0.5026236772537231,0.3973763227462769,True,True,True,True,False
p02682,Description_Vague,0.9,0.9,0.9,True,0.26383745670318604,0.636162543296814,False,True,False,False,False
p02677,Description_Detailed,0.9,0.7,0.8,True,0.5065363049507141,0.29346369504928593,True,True,True,True,False
p02677,Description_Fewshot,0.0,0.1,0.05,False,0.5279098153114319,0.4779098153114319,False,False,True,False,False
p02677,Description_Reason,0.0,0.0,0.0,False,0.5456059575080872,0.5456059575080872,False,False,True,False,False
p02677,Description_Simple,0.9,0.2,0.55,True,0.5265286564826965,0.02347134351730351,True,True,True,True,False
p02677,Description_Vague,0.2,0.9,0.55,True,0.4034450054168701,0.14655499458312993,False,True,False,False,False
p02628,Description_Detailed,0.1,0.9,0.5,True,0.38846173882484436,0.11153826117515564,False,True,False,False,False
p02628,Description_Fewshot,0.0,0.2,0.1,False,0.46731364727020264,0.36731364727020266,True,False,False,False,True
p02628,Description_Reason,0.9,0.9,0.9,True,0.1944163590669632,0.7055836409330368,False,True,False,False,False
p02628,Description_Simple,0.1,0.3,0.2,False,0.4895438253879547,0.2895438253879547,True,False,False,False,True
p02628,Description_Vague,0.6,0.6,0.6,True,0.27884525060653687,0.3211547493934631,False,True,False,False,False
p03814,Description_Detailed,0.9,0.0,0.45,False,0.1431203931570053,0.3068796068429947,True,False,False,False,True
p03814,Description_Fewshot,0.9,0.9,0.9,True,0.3640708029270172,0.5359291970729828,False,True,False,False,False
p03814,Description_Reason,0.6,0.6,0.6,True,0.4910411536693573,0.10895884633064268,False,True,False,False,False
p03814,Description_Simple,0.3,0.1,0.2,False,0.3124235272407532,0.11242352724075316,True,False,False,False,True
p03814,Description_Vague,0.3,0.6,0.44999999999999996,False,0.28848737478256226,0.1615126252174377,True,False,False,False,True
p02959,Description_Detailed,0.0,0.1,0.05,False,-0.034220121800899506,0.08422012180089951,True,False,False,False,True
p02959,Description_Fewshot,0.0,0.0,0.0,False,0.05355966091156006,0.05355966091156006,True,False,False,False,True
p02959,Description_Reason,0.1,0.0,0.05,False,0.05191204696893692,0.0019120469689369174,True,False,False,False,True
p02959,Description_Simple,0.0,0.1,0.05,False,0.1180410236120224,0.0680410236120224,True,False,False,False,True
p02959,Description_Vague,0.0,0.0,0.0,False,0.09361713379621506,0.09361713379621506,True,False,False,False,True
p03220,Description_Detailed,0.0,0.0,0.0,False,0.13260376453399658,0.13260376453399658,True,False,False,False,True
p03220,Description_Fewshot,0.0,0.1,0.05,False,0.16914939880371094,0.11914939880371093,True,False,False,False,True
p03220,Description_Reason,0.0,0.0,0.0,False,0.24033202230930328,0.24033202230930328,True,False,False,False,True
p03220,Description_Simple,0.0,0.0,0.0,False,0.1494448482990265,0.1494448482990265,True,False,False,False,True
p03220,Description_Vague,0.0,0.0,0.0,False,0.1386624276638031,0.1386624276638031,True,False,False,False,True
p02909,Description_Detailed,0.0,0.0,0.0,False,0.21179059147834778,0.21179059147834778,True,False,False,False,True
p02909,Description_Fewshot,0.0,0.0,0.0,False,0.1896323710680008,0.1896323710680008,True,False,False,False,True
p02909,Description_Reason,0.1,0.0,0.05,False,0.20090602338314056,0.15090602338314058,True,False,False,False,True
p02909,Description_Simple,0.0,0.0,0.0,False,0.3191097676753998,0.3191097676753998,True,False,False,False,True
p02909,Description_Vague,0.0,0.0,0.0,False,0.188630610704422,0.188630610704422,True,False,False,False,True
p02389,Description_Detailed,0.0,0.0,0.0,False,0.2155073881149292,0.2155073881149292,True,False,False,False,True
p02389,Description_Fewshot,0.6,0.4,0.5,True,0.27700740098953247,0.22299259901046753,False,True,False,False,False
p02389,Description_Reason,0.0,0.0,0.0,False,0.24711653590202332,0.24711653590202332,True,False,False,False,True
p02389,Description_Simple,0.4,0.0,0.2,False,0.28592169284820557,0.08592169284820556,True,False,False,False,True
p02389,Description_Vague,0.0,0.0,0.0,False,0.14980287849903107,0.14980287849903107,True,False,False,False,True
p03448,Description_Detailed,0.0,0.0,0.0,False,0.4614928960800171,0.4614928960800171,True,False,False,False,True
p03448,Description_Fewshot,0.0,0.1,0.05,False,0.49303242564201355,0.44303242564201356,True,False,False,False,True
p03448,Description_Reason,0.0,0.0,0.0,False,0.2719295918941498,0.2719295918941498,True,False,False,False,True
p03448,Description_Simple,0.1,0.0,0.05,False,0.4109960198402405,0.3609960198402405,True,False,False,False,True
p03448,Description_Vague,0.1,0.6,0.35,False,0.3249809145927429,0.025019085407257058,True,False,False,False,True
p02717,Description_Detailed,0.6,0.1,0.35,False,0.2729288637638092,0.07707113623619077,True,False,False,False,True
p02717,Description_Fewshot,0.0,0.0,0.0,False,0.4255795478820801,0.4255795478820801,True,False,False,False,True
p02717,Description_Reason,0.0,0.0,0.0,False,0.3677259087562561,0.3677259087562561,True,False,False,False,True
p02717,Description_Simple,0.0,0.1,0.05,False,0.3988722562789917,0.3488722562789917,True,False,False,False,True
p02717,Description_Vague,0.1,0.1,0.1,False,0.38468408584594727,0.2846840858459473,True,False,False,False,True
p03109,Description_Detailed,0.1,0.0,0.05,False,0.2585476040840149,0.2085476040840149,True,False,False,False,True
p03109,Description_Fewshot,0.0,0.0,0.0,False,0.28696122765541077,0.28696122765541077,True,False,False,False,True
p03109,Description_Reason,0.1,0.0,0.05,False,0.2491547018289566,0.19915470182895662,True,False,False,False,True
p03109,Description_Simple,0.0,0.0,0.0,False,0.3454994857311249,0.3454994857311249,True,False,False,False,True
p03109,Description_Vague,0.0,0.1,0.05,False,0.20134352147579193,0.15134352147579194,True,False,False,False,True
p02391,Description_Detailed,0.1,0.0,0.05,False,0.40188083052635193,0.35188083052635194,True,False,False,False,True
p02391,Description_Fewshot,0.1,0.1,0.1,False,0.6187648177146912,0.5187648177146912,False,False,True,False,False
p02391,Description_Reason,0.0,0.0,0.0,False,0.6395367980003357,0.6395367980003357,False,False,True,False,False
p02391,Description_Simple,0.0,0.1,0.05,False,0.5441785454750061,0.4941785454750061,False,False,True,False,False
p02391,Description_Vague,0.0,0.9,0.45,False,0.43003687262535095,0.01996312737464906,True,False,False,False,True
p02577,Description_Detailed,0.1,0.3,0.2,False,0.3314356803894043,0.13143568038940429,True,False,False,False,True
p02577,Description_Fewshot,0.9,0.0,0.45,False,0.4916462004184723,0.04164620041847228,True,False,False,False,True
p02577,Description_Reason,0.0,0.0,0.0,False,0.4669871926307678,0.4669871926307678,True,False,False,False,True
p02577,Description_Simple,0.1,0.0,0.05,False,0.3445979058742523,0.29459790587425233,True,False,False,False,True
p02577,Description_Vague,0.3,0.1,0.2,False,0.3091440498828888,0.10914404988288878,True,False,False,False,True
p02880,Description_Detailed,0.6,0.0,0.3,False,0.2959301769733429,0.004069823026657093,True,False,False,False,True
p02880,Description_Fewshot,0.0,0.0,0.0,False,0.2689708173274994,0.2689708173274994,True,False,False,False,True
p02880,Description_Reason,0.0,0.6,0.3,False,0.2116008996963501,0.08839910030364989,True,False,False,False,True
p02880,Description_Simple,0.0,0.2,0.1,False,0.3448810279369354,0.24488102793693542,True,False,False,False,True
p02880,Description_Vague,0.0,0.0,0.0,False,0.18172414600849152,0.18172414600849152,True,False,False,False,True
p03293,Description_Detailed,0.0,0.0,0.0,False,0.4245520234107971,0.4245520234107971,True,False,False,False,True
p03293,Description_Fewshot,0.2,0.3,0.25,False,0.40969419479370117,0.15969419479370117,True,False,False,False,True
p03293,Description_Reason,0.3,0.0,0.15,False,0.3028448224067688,0.1528448224067688,True,False,False,False,True
p03293,Description_Simple,0.0,0.9,0.45,False,0.4464365839958191,0.0035634160041809193,True,False,False,False,True
p03293,Description_Vague,0.9,0.9,0.9,True,0.23799630999565125,0.6620036900043488,False,True,False,False,False
p03102,Description_Detailed,0.8,0.0,0.4,False,0.3377731442451477,0.06222685575485232,True,False,False,False,True
p03102,Description_Fewshot,0.6,0.8,0.7,True,0.34331604838371277,0.3566839516162872,False,True,False,False,False
p03102,Description_Reason,0.0,0.0,0.0,False,0.11741999536752701,0.11741999536752701,True,False,False,False,True
p03102,Description_Simple,0.0,0.9,0.45,False,0.24920588731765747,0.20079411268234254,True,False,False,False,True
p03102,Description_Vague,0.9,0.0,0.45,False,0.12508614361286163,0.3249138563871384,True,False,False,False,True
p02729,Description_Detailed,0.0,0.6,0.3,False,0.22755855321884155,0.07244144678115844,True,False,False,False,True
p02729,Description_Fewshot,0.3,0.1,0.2,False,0.20583859086036682,0.00583859086036681,True,False,False,False,True
p02729,Description_Reason,0.1,0.1,0.1,False,0.034620415419340134,0.06537958458065987,True,False,False,False,True
p02729,Description_Simple,0.1,0.6,0.35,False,0.14350220561027527,0.2064977943897247,True,False,False,False,True
p02729,Description_Vague,0.0,0.6,0.3,False,0.17141205072402954,0.12858794927597045,True,False,False,False,True
p03434,Description_Detailed,0.1,0.3,0.2,False,0.2010875940322876,0.0010875940322875866,True,False,False,False,True
p03434,Description_Fewshot,0.0,0.9,0.45,False,0.42505359649658203,0.02494640350341798,True,False,False,False,True
p03434,Description_Reason,0.5,0.5,0.5,True,0.37639182806015015,0.12360817193984985,False,True,False,False,False
p03434,Description_Simple,0.9,0.9,0.9,True,0.5019110441207886,0.39808895587921145,True,True,True,True,False
p03434,Description_Vague,0.1,0.1,0.1,False,0.2812857925891876,0.18128579258918762,True,False,False,False,True
p02706,Description_Detailed,0.7,0.0,0.35,False,0.045378606766462326,0.30462139323353765,True,False,False,False,True
p02706,Description_Fewshot,0.1,0.0,0.05,False,0.2407761663198471,0.19077616631984712,True,False,False,False,True
p02706,Description_Reason,0.1,0.1,0.1,False,0.045694634318351746,0.05430536568164826,True,False,False,False,True
p02706,Description_Simple,0.0,0.0,0.0,False,0.18607957661151886,0.18607957661151886,True,False,False,False,True
p02706,Description_Vague,0.0,0.0,0.0,False,0.11707551032304764,0.11707551032304764,True,False,False,False,True
p02404,Description_Detailed,0.0,0.0,0.0,False,0.1540505737066269,0.1540505737066269,True,False,False,False,True
p02404,Description_Fewshot,0.0,0.0,0.0,False,0.41123825311660767,0.41123825311660767,True,False,False,False,True
p02404,Description_Reason,0.0,0.1,0.05,False,0.4588378071784973,0.4088378071784973,True,False,False,False,True
p02404,Description_Simple,0.1,0.1,0.1,False,0.46017009019851685,0.36017009019851687,True,False,False,False,True
p02404,Description_Vague,0.1,0.0,0.05,False,0.3234967589378357,0.2734967589378357,True,False,False,False,True
p04030,Description_Detailed,0.0,0.0,0.0,False,0.33803048729896545,0.33803048729896545,True,False,False,False,True
p04030,Description_Fewshot,0.0,0.0,0.0,False,0.4254909157752991,0.4254909157752991,True,False,False,False,True
p04030,Description_Reason,0.0,0.0,0.0,False,0.38933974504470825,0.38933974504470825,True,False,False,False,True
p04030,Description_Simple,0.0,0.1,0.05,False,0.38172245025634766,0.33172245025634767,True,False,False,False,True
p04030,Description_Vague,0.0,0.0,0.0,False,0.2845180332660675,0.2845180332660675,True,False,False,False,True
p02911,Description_Detailed,0.1,0.0,0.05,False,0.16459287703037262,0.11459287703037262,True,False,False,False,True
p02911,Description_Fewshot,0.0,0.0,0.0,False,0.2836085855960846,0.2836085855960846,True,False,False,False,True
p02911,Description_Reason,0.2,0.0,0.1,False,0.19758960604667664,0.09758960604667663,True,False,False,False,True
p02911,Description_Simple,0.0,0.2,0.1,False,0.28043100237846375,0.18043100237846374,True,False,False,False,True
p02911,Description_Vague,0.0,0.0,0.0,False,0.19682714343070984,0.19682714343070984,True,False,False,False,True
p03325,Description_Detailed,0.0,0.1,0.05,False,0.3615795373916626,0.3115795373916626,True,False,False,False,True
p03325,Description_Fewshot,0.1,0.0,0.05,False,0.4117969572544098,0.3617969572544098,True,False,False,False,True
p03325,Description_Reason,0.0,0.2,0.1,False,0.4042677879333496,0.30426778793334963,True,False,False,False,True
p03325,Description_Simple,0.1,0.0,0.05,False,0.40503427386283875,0.35503427386283876,True,False,False,False,True
p03325,Description_Vague,0.1,0.1,0.1,False,0.3767665922641754,0.27676659226417544,True,False,False,False,True
p02418,Description_Detailed,0.0,0.0,0.0,False,0.3163892924785614,0.3163892924785614,True,False,False,False,True
p02418,Description_Fewshot,0.0,0.1,0.05,False,0.46778008341789246,0.41778008341789247,True,False,False,False,True
p02418,Description_Reason,0.2,0.0,0.1,False,0.16572487354278564,0.06572487354278564,True,False,False,False,True
p02418,Description_Simple,0.0,0.0,0.0,False,0.36938366293907166,0.36938366293907166,True,False,False,False,True
p02418,Description_Vague,0.0,0.1,0.05,False,0.19348803162574768,0.1434880316257477,True,False,False,False,True
p02779,Description_Detailed,0.0,0.2,0.1,False,0.40366774797439575,0.3036677479743958,True,False,False,False,True
p02779,Description_Fewshot,0.2,0.2,0.2,False,0.4565367102622986,0.2565367102622986,True,False,False,False,True
p02779,Description_Reason,0.0,0.3,0.15,False,0.1790650337934494,0.029065033793449407,True,False,False,False,True
p02779,Description_Simple,0.2,0.0,0.1,False,0.44047820568084717,0.3404782056808472,True,False,False,False,True
p02779,Description_Vague,0.1,0.0,0.05,False,0.18085676431655884,0.13085676431655885,True,False,False,False,True
p00011,Description_Detailed,0.6,0.0,0.3,False,0.28467774391174316,0.015322256088256825,True,False,False,False,True
p00011,Description_Fewshot,0.3,0.0,0.15,False,0.42248237133026123,0.2724823713302612,True,False,False,False,True
p00011,Description_Reason,0.6,0.6,0.6,True,0.35685569047927856,0.2431443095207214,False,True,False,False,False
p00011,Description_Simple,0.0,0.9,0.45,False,0.35975536704063416,0.09024463295936586,True,False,False,False,True
p00011,Description_Vague,0.0,0.6,0.3,False,0.2653856873512268,0.03461431264877318,True,False,False,False,True
p02832,Description_Detailed,0.0,0.0,0.0,False,0.25442132353782654,0.25442132353782654,True,False,False,False,True
p02832,Description_Fewshot,0.0,0.0,0.0,False,0.4992575943470001,0.4992575943470001,True,False,False,False,True
p02832,Description_Reason,0.9,0.3,0.6,True,0.346662700176239,0.25333729982376096,False,True,False,False,False
p02832,Description_Simple,0.0,0.9,0.45,False,0.482953816652298,0.03295381665229796,True,False,False,False,True
p02832,Description_Vague,0.3,0.3,0.3,False,0.2914902865886688,0.008509713411331166,True,False,False,False,True
p02578,Description_Detailed,0.9,0.9,0.9,True,0.18477961421012878,0.7152203857898712,False,True,False,False,False
p02578,Description_Fewshot,0.3,0.0,0.15,False,0.4935411512851715,0.3435411512851715,True,False,False,False,True
p02578,Description_Reason,0.2,0.6,0.4,False,0.2600884735584259,0.13991152644157412,True,False,False,False,True
p02578,Description_Simple,0.1,0.0,0.05,False,0.44404810667037964,0.39404810667037965,True,False,False,False,True
p02578,Description_Vague,0.0,0.2,0.1,False,0.20304739475250244,0.10304739475250244,True,False,False,False,True
p02718,Description_Detailed,0.1,0.0,0.05,False,0.354079931974411,0.304079931974411,True,False,False,False,True
p02718,Description_Fewshot,0.4,0.2,0.30000000000000004,False,0.3638342022895813,0.06383420228958125,True,False,False,False,True
p02718,Description_Reason,0.1,0.2,0.15000000000000002,False,0.13434110581874847,0.015658894181251548,True,False,False,False,True
p02718,Description_Simple,0.6,0.0,0.3,False,0.34684523940086365,0.04684523940086366,True,False,False,False,True
p02718,Description_Vague,0.2,0.4,0.30000000000000004,False,0.2652016580104828,0.034798341989517256,True,False,False,False,True
p02396,Description_Detailed,0.0,0.0,0.0,False,0.1581098586320877,0.1581098586320877,True,False,False,False,True
p02396,Description_Fewshot,0.2,0.3,0.25,False,0.46897998452186584,0.21897998452186584,True,False,False,False,True
p02396,Description_Reason,0.0,0.1,0.05,False,0.2621474266052246,0.21214742660522462,True,False,False,False,True
p02396,Description_Simple,0.4,0.2,0.30000000000000004,False,0.4398050606250763,0.13980506062507625,True,False,False,False,True
p02396,Description_Vague,0.0,0.1,0.05,False,0.2663952708244324,0.21639527082443238,True,False,False,False,True
p02641,Description_Detailed,0.2,0.6,0.4,False,0.3492247462272644,0.05077525377273562,True,False,False,False,True
p02641,Description_Fewshot,0.2,0.1,0.15000000000000002,False,0.6083088517189026,0.45830885171890257,False,False,True,False,False
p02641,Description_Reason,0.0,0.1,0.05,False,0.18307487666606903,0.13307487666606904,True,False,False,False,True
p02641,Description_Simple,0.2,0.2,0.2,False,0.3920881748199463,0.19208817481994628,True,False,False,False,True
p02641,Description_Vague,0.0,0.1,0.05,False,0.2128896266222,0.16288962662220002,True,False,False,False,True
p02621,Description_Detailed,0.9,0.1,0.5,True,0.11812848597764969,0.3818715140223503,False,True,False,False,False
p02621,Description_Fewshot,0.1,0.1,0.1,False,0.36054179072380066,0.2605417907238007,True,False,False,False,True
p02621,Description_Reason,0.1,0.0,0.05,False,0.30751535296440125,0.25751535296440126,True,False,False,False,True
p02621,Description_Simple,0.1,0.0,0.05,False,0.4869365096092224,0.4369365096092224,True,False,False,False,True
p02621,Description_Vague,0.0,0.1,0.05,False,0.22447888553142548,0.1744788855314255,True,False,False,False,True
p02399,Description_Detailed,0.0,0.0,0.0,False,0.44157636165618896,0.44157636165618896,True,False,False,False,True
p02399,Description_Fewshot,0.4,0.9,0.65,True,0.6084173917770386,0.04158260822296145,True,True,True,True,False
p02399,Description_Reason,0.0,0.0,0.0,False,0.5087913870811462,0.5087913870811462,False,False,True,False,False
p02399,Description_Simple,0.2,0.1,0.15000000000000002,False,0.5437853336334229,0.39378533363342283,False,False,True,False,False
p02399,Description_Vague,0.6,0.0,0.3,False,0.4563462734222412,0.15634627342224122,True,False,False,False,True
p02879,Description_Detailed,0.1,0.0,0.05,False,0.10515207052230835,0.05515207052230835,True,False,False,False,True
p02879,Description_Fewshot,0.0,0.1,0.05,False,0.27256524562835693,0.22256524562835694,True,False,False,False,True
p02879,Description_Reason,0.1,0.6,0.35,False,0.16226279735565186,0.18773720264434812,True,False,False,False,True
p02879,Description_Simple,0.0,0.0,0.0,False,0.1661812961101532,0.1661812961101532,True,False,False,False,True
p02879,Description_Vague,0.0,0.1,0.05,False,0.1424480527639389,0.0924480527639389,True,False,False,False,True
p02812,Description_Detailed,0.2,0.1,0.15000000000000002,False,0.3099827766418457,0.15998277664184568,True,False,False,False,True
p02812,Description_Fewshot,0.2,0.2,0.2,False,0.5476112961769104,0.3476112961769104,False,False,True,False,False
p02812,Description_Reason,0.1,0.6,0.35,False,0.4340662360191345,0.08406623601913454,True,False,False,False,True
p02812,Description_Simple,0.6,0.0,0.3,False,0.4721829295158386,0.17218292951583863,True,False,False,False,True
p02812,Description_Vague,0.6,0.1,0.35,False,0.47655823826789856,0.12655823826789858,True,False,False,False,True
p02923,Description_Detailed,0.0,0.1,0.05,False,0.26302236318588257,0.21302236318588258,True,False,False,False,True
p02923,Description_Fewshot,0.6,0.2,0.4,False,0.35233137011528015,0.04766862988471987,True,False,False,False,True
p02923,Description_Reason,0.1,0.0,0.05,False,0.19227366149425507,0.14227366149425508,True,False,False,False,True
p02923,Description_Simple,0.2,0.6,0.4,False,0.3580573499202728,0.041942650079727195,True,False,False,False,True
p02923,Description_Vague,0.0,0.6,0.3,False,0.21625752747058868,0.0837424725294113,True,False,False,False,True
p02419,Description_Detailed,0.1,0.0,0.05,False,0.2059057652950287,0.1559057652950287,True,False,False,False,True
p02419,Description_Fewshot,0.6,0.1,0.35,False,0.6154966950416565,0.2654966950416565,False,False,True,False,False
p02419,Description_Reason,0.0,0.0,0.0,False,0.16714483499526978,0.16714483499526978,True,False,False,False,True
p02419,Description_Simple,0.1,0.6,0.35,False,0.4409605860710144,0.09096058607101443,True,False,False,False,True
p02419,Description_Vague,0.2,0.2,0.2,False,0.4298965632915497,0.22989656329154967,True,False,False,False,True
p02388,Description_Detailed,0.0,0.1,0.05,False,0.7082011699676514,0.6582011699676513,False,False,True,False,False
p02388,Description_Fewshot,0.9,0.9,0.9,True,0.6628854870796204,0.23711451292037966,True,True,True,True,False
p02388,Description_Reason,0.0,0.1,0.05,False,0.3836710453033447,0.33367104530334474,True,False,False,False,True
p02388,Description_Simple,0.1,0.9,0.5,True,0.7118788361549377,0.21187883615493774,True,True,True,True,False
p02388,Description_Vague,0.0,0.0,0.0,False,0.3708632290363312,0.3708632290363312,True,False,False,False,True
p03076,Description_Detailed,0.0,0.1,0.05,False,0.12509514391422272,0.07509514391422271,True,False,False,False,True
p03076,Description_Fewshot,0.1,0.0,0.05,False,0.27979475259780884,0.22979475259780885,True,False,False,False,True
p03076,Description_Reason,0.0,0.0,0.0,False,0.20312301814556122,0.20312301814556122,True,False,False,False,True
p03076,Description_Simple,0.0,0.0,0.0,False,0.2383238971233368,0.2383238971233368,True,False,False,False,True
p03076,Description_Vague,0.9,0.1,0.5,True,0.20239770412445068,0.2976022958755493,False,True,False,False,False
p02639,Description_Detailed,0.1,0.0,0.05,False,0.12294887006282806,0.07294887006282806,True,False,False,False,True
p02639,Description_Fewshot,0.4,0.1,0.25,False,0.2373434454202652,0.012656554579734802,True,False,False,False,True
p02639,Description_Reason,0.1,0.1,0.1,False,0.23359042406082153,0.13359042406082153,True,False,False,False,True
p02639,Description_Simple,0.0,0.0,0.0,False,0.2091088891029358,0.2091088891029358,True,False,False,False,True
p02639,Description_Vague,0.1,0.0,0.05,False,0.12966187298297882,0.07966187298297882,True,False,False,False,True
p02263,Description_Detailed,0.8,0.0,0.4,False,0.5258220434188843,0.12582204341888426,False,False,True,False,False
p02263,Description_Fewshot,0.0,0.9,0.45,False,0.7294702529907227,0.27947025299072265,False,False,True,False,False
p02263,Description_Reason,0.6,0.0,0.3,False,0.7904828786849976,0.49048287868499757,False,False,True,False,False
p02263,Description_Simple,0.9,0.0,0.45,False,0.6988922357559204,0.2488922357559204,False,False,True,False,False
p02263,Description_Vague,0.6,0.6,0.6,True,0.5973970890045166,0.0026029109954833762,True,True,True,True,False
p03282,Description_Detailed,0.0,0.9,0.45,False,0.24865584075450897,0.20134415924549104,True,False,False,False,True
p03282,Description_Fewshot,0.0,0.6,0.3,False,0.3852829039096832,0.08528290390968324,True,False,False,False,True
p03282,Description_Reason,0.1,0.0,0.05,False,0.2724701762199402,0.2224701762199402,True,False,False,False,True
p03282,Description_Simple,0.6,0.1,0.35,False,0.34974732995033264,0.0002526700496673362,True,False,False,False,True
p03282,Description_Vague,0.0,0.8,0.4,False,0.3240855634212494,0.07591443657875063,True,False,False,False,True
p02693,Description_Detailed,0.0,0.1,0.05,False,0.22031065821647644,0.17031065821647645,True,False,False,False,True
p02693,Description_Fewshot,0.0,0.0,0.0,False,0.4427199959754944,0.4427199959754944,True,False,False,False,True
p02693,Description_Reason,0.9,0.6,0.75,True,0.08699853718280792,0.6630014628171921,False,True,False,False,False
p02693,Description_Simple,0.0,0.0,0.0,False,0.12567581236362457,0.12567581236362457,True,False,False,False,True
p02693,Description_Vague,0.0,0.0,0.0,False,0.07398629933595657,0.07398629933595657,True,False,False,False,True
p02886,Description_Detailed,0.0,0.0,0.0,False,0.21054187417030334,0.21054187417030334,True,False,False,False,True
