dataset,model_key,model,problem_id,stability,source,is_completed,n_pairs
java250,claude_sonnet_5,Claude Sonnet 5,p02404,0.543333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02405,0.566667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02406,0.600000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02407,0.446667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02408,0.671667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02409,0.583333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02410,0.626667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02411,0.643333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02412,0.606667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02413,0.683333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02414,0.566667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02415,0.643333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02416,0.573333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02417,0.611667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02418,0.648333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02419,0.670000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02420,0.551667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02421,0.613333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02547,0.693333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02552,0.516667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02553,0.650000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02570,0.660000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02571,0.643333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02576,0.573333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02577,0.566667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02578,0.533333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02582,0.420000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02595,0.706667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02612,0.530000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02613,0.610000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02621,0.505000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02622,0.596667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02627,0.553333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02628,0.603333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02629,0.728333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02639,0.513333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02640,0.495000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02641,0.560000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02657,0.585000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02658,0.650000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02659,0.533333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02675,0.626667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02676,0.663333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02677,0.715000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02681,0.533333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02682,0.661667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02687,0.396667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02688,0.550000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02693,0.600000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02694,0.583333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02699,0.553333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02700,0.540000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02701,0.566667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02705,0.645000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02706,0.520000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02707,0.630000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02711,0.513333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02712,0.600000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02713,0.646667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02717,0.486667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02718,0.643333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02719,0.646667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02723,0.513333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02724,0.556667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02725,0.590000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02729,0.523333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02730,0.550000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02731,0.553333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02753,0.420000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02754,0.473333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02755,0.536667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02759,0.626667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02766,0.668333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02767,0.626667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02771,0.606667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02772,0.488333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02773,0.640000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02777,0.493333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02778,0.490000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02779,0.553333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02783,0.526667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02784,0.563333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02785,0.703333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02786,0.586667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02790,0.456667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02791,0.593333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02801,0.526667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02802,0.466667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02812,0.725000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02818,0.588333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02819,0.675000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02829,0.613333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02830,0.606667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02831,0.670000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02832,0.393333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02835,0.626667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02836,0.630000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02847,0.643333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02848,0.610000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02860,0.596667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02879,0.580000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02880,0.595000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02881,0.570000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02886,0.718333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02887,0.573333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02897,0.500000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02898,0.556667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02899,0.606667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02909,0.401667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02910,0.565000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02911,0.420000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02916,0.516667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02917,0.573333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02921,0.663333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02922,0.636667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02923,0.655000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02934,0.633333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02935,0.586667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02945,0.576667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02946,0.590000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02947,0.745000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02951,0.460000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02952,0.623333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02953,0.550000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02957,0.535000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02958,0.546667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02959,0.400000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02970,0.396667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02971,0.670000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02981,0.526667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02982,0.656667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02983,0.570000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02987,0.631667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02988,0.583333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02989,0.520000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02993,0.630000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02994,0.536667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p02995,0.703333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03000,0.550000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03001,0.586667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03011,0.570000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03012,0.663333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03013,0.505000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03035,0.590000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03037,0.616667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03041,0.553333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03042,0.571667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03043,0.436667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03059,0.565000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03060,0.575000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03071,0.490000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03072,0.506667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03073,0.630000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03075,0.511667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03076,0.573333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03086,0.596667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03087,0.670000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03102,0.626667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03106,0.763333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03107,0.500000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03109,0.453333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03126,0.713333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03136,0.590000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03146,0.650000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03147,0.600000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03160,0.753333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03161,0.703333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03220,0.483333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03239,0.506667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03242,0.530000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03243,0.563333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03261,0.643333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03281,0.510000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03282,0.650000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03285,0.460000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03289,0.560000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03292,0.556667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03293,0.683333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03308,0.570000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03315,0.493333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03316,0.680000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03324,0.526667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03325,0.651667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03352,0.666667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03360,0.646667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03370,0.526667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03371,0.506667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03378,0.533333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03416,0.650000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03434,0.631667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03435,0.483333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03448,0.656667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03449,0.530000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03455,0.543333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03456,0.493333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03457,0.693333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03469,0.536667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03470,0.676667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03471,0.553333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03474,0.480000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03478,0.583333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03493,0.580000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03494,0.630000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03545,0.533333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03632,0.786667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03644,0.496667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03680,0.606667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03695,0.650000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03720,0.588333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03775,0.646667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03814,0.633333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03835,0.593333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03854,0.536667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p03998,0.520000,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p04012,0.626667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p04030,0.546667,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p04043,0.473333,direct,false,
java250,claude_sonnet_5,Claude Sonnet 5,p04044,0.588333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p00001,0.766667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p00002,0.543333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p00003,0.693333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p00005,0.723333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p00006,0.623333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p00007,0.716667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p00011,0.610000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02255,0.796667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02256,0.523333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02257,0.753333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02258,0.641667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02259,0.730000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02260,0.740000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02263,0.760000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02264,0.716667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02268,0.493333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02381,0.643333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02388,0.750000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02389,0.613333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02390,0.613333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02391,0.583333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02392,0.623333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02393,0.710000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02394,0.503333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02396,0.613333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02397,0.668333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02398,0.713333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02399,0.600000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02400,0.716667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02401,0.636667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02402,0.633333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02403,0.533333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02404,0.590000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02405,0.593333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02406,0.716667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02407,0.530000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02408,0.603333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02409,0.631667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02410,0.693333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02411,0.650000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02412,0.626667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02413,0.756667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02414,0.718333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02415,0.600000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02416,0.593333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02417,0.646667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02418,0.566667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02419,0.668333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02420,0.513333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02421,0.730000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02547,0.646667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02552,0.550000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02553,0.735000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02570,0.705000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02571,0.661667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02576,0.760000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02577,0.658333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02578,0.616667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02582,0.766667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02595,0.813333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02612,0.556667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02613,0.626667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02621,0.550000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02622,0.623333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02627,0.566667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02628,0.783333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02629,0.703333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02639,0.673333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02640,0.495000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02641,0.660000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02657,0.673333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02658,0.730000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02659,0.575000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02675,0.581667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02676,0.780000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02677,0.696667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02681,0.563333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02682,0.713333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02687,0.466667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02688,0.650000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02693,0.670000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02694,0.723333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02699,0.613333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02700,0.626667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02701,0.776667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02705,0.828333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02706,0.660000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02707,0.678333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02711,0.576667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02712,0.753333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02713,0.773333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02717,0.581667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02718,0.783333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02719,0.726667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02723,0.630000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02724,0.596667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02725,0.626667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02729,0.513333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02730,0.583333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02731,0.653333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02753,0.516667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02754,0.608333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02755,0.636667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02759,0.673333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02766,0.765000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02767,0.681667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02771,0.650000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02772,0.658333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02773,0.663333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02777,0.553333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02778,0.676667,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02779,0.620000,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02783,0.648333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02784,0.623333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02785,0.593333,direct,false,
java250,deepseek_r1,DeepSeek-R1,p02786,0.753333,direct,false,
