"problem_id","failure_type","pattern","original_with_comments_score","with_without_comments_score","without_var_renaming_score","without_dead_code_score","without_encryption_score","score_drop","example_1_label","example_1_text","example_2_label","example_2_text"
"p02621","Encryption_Failure","without_comments-encryption < 0.5 (after comments removed)",0.2,0.6,0.8,0.8,0.3,0.3,"without_comments","This Java program aggregates solutions for AtCoder Beginner Contest problems from rounds 172 and 173. The main method executes `abc172_a`, which calculates the arithmetic sum of an integer, its square, and its cube. The code also contains unused methods for calculating payment remainders, counting frequency of judgment strings (AC, WA, etc.), and using bitwise exhaustive search to solve a grid masking problem.","encryption","This Java code contains obfuscated solutions for AtCoder competitive programming problems (ABC172 A, ABC173 A/C), employing Blowfish, DES, and XOR encryption to hide string literals and bitwise operations to generate integer constants at runtime."
"p02392","Encryption_Failure","without_comments-encryption < 0.5 (after comments removed)",0.8,0.9,0.9,0.9,0.2,0.7,"without_comments","### Title: Strictly Increasing Order Checker

**Main Goal:** To determine if three input integers are arranged in a strictly ascending sequence.

**Description:** This Java program reads three integers from standard input. It evaluates their relationship and outputs ""Yes"" only if the numbers follow a strictly increasing order (where the first is smaller than the second, and the second is smaller than the third). For all other cases, including decreasing order, mixed order, or equality between numbers, it outputs ""No"".","encryption","This Java code is an obfuscated logic program that accepts three integers as input. It determines the ordering relationship between these numbers (such as increasing order, decreasing order, or equality) and prints a corresponding message. To hide its internal text and logic constants, it employs three different decryption methods (XOR, DES, and Blowfish) and generates numeric constants via bitwise operations at runtime."
"p02552","Encryption_Failure","without_comments-encryption < 0.5 (after comments removed)",0.5,0.9,0.9,0.9,0.3,0.6000000000000001,"without_comments","### Title: Conditional Integer Output with Competitive Programming Template

**Main Goal:**
The code reads a single integer $n$ from standard input and outputs ""0"" if $n$ is equal to 1; otherwise, it outputs ""1"". It utilizes a heavy utility wrapper designed for fast Input/Output operations typical in competitive programming.

**Function Analysis:**
1.  **`main` Method**: executes the core logic. It initializes the custom `Foster` scanner, reads integer $n$, performs the conditional check (`if(n==1)`), and prints the result using a `PrintWriter`.
2.  **`Foster` Class**: A helper class serving as a template for competitive programming. It provides:
    *   **Fast I/O**: Methods like `next()`, `nextInt()`, and `nextLong()` using `BufferedReader` and `StringTokenizer` for efficient data reading.
    *   **Utilities**: Helper functions for mathematical operations (like modular exponentiation in `pow`) and bit manipulation (`getBits`), mostly unused in this specific logic.
    *   **Debugging**: A complex `watch` method to inspect variable states and arrays during development.
3.  **`sort` Method**: A static helper function designed to safely sort arrays of `long` values via `ArrayList` conversion, though it is not called in the main execution.","encryption","Java code that reads an integer `n` and prints one of two encrypted strings depending on whether `n` is 1 or not, utilizing heavy obfuscation and cryptographic decryption (DES, XOR) to hide logic and data."
"p02396","Encryption_Failure","without_comments-encryption < 0.5 (after comments removed)",0.5,0.8,0.9,0.8,0.3,0.5,"without_comments","**Title: Sequential Input Echo with Case Numbering**

The main goal of this Java code is to read a series of input lines from the user and reprint them with sequential formatting. The program uses a `BufferedReader` to store input strings into an array until the termination character ""0"" is entered. Once reading is complete, it iterates through the stored data and prints each line to the console prefixed with ""Case X: "", where X is the corresponding line number (e.g., ""Case 1: Hello"").","encryption","**Title: Obfuscated Input Formatter with DES Decryption**

**Main Goal:**
The code reads lines of text from the standard input and echoes them back to the console prefixed with a ""Case [n]:"" counter. It utilizes **DES encryption** and bitwise obfuscation to hide specific termination strings (sentinels) that determine when the program should stop reading or processing input.

**Function Analysis:**
*   **`Il()`**: Calculates and initializes integer constants (0, 1, 2, 8) and a loop limit using bitwise operations (XOR, AND, NOT) to obfuscate simple numbers.
*   **`I(String obj, String key)`**: A cryptographic helper method. It generates a DES key by taking the first 8 bytes of the MD5 hash of a passphrase, then decrypts the input string (Base64 decoded) using the **DES** algorithm in **DECRYPT_MODE**.
*   **`l()`**: Sets up the termination conditions. It calls `I()` to decrypt two hidden strings. These strings act as signals to stop the program (e.g., if the input is ""0"" or ""END"").
*   **`main()`**: 
    1.  **Reading Phase:** Reads lines from the user into an array until the input matches the first decrypted sentinel string.
    2.  **Printing Phase:** Iterates through the stored lines and prints them in the format `Case [i]: [line]`, stopping if the second sentinel string is encountered."
"p03315","Dead_Code_Failure","without_comments-dead_code < 0.5 (after comments removed)",0.25,0.9,0.8,0.3,0.2,0.6000000000000001,"without_comments","**Title:** Plus-Minus String Value Calculator

**Goal:** The code reads a 4-character string composed of plus (`+`) and minus (`-`) signs. It determines and prints a numerical score based on the count of these symbols, effectively treating each `+` as +1 and each `-` as -1 to calculate the net sum (resulting in -4, -2, 0, 2, or 4).","dead_code","**Code Description: Mystery Line Analyzer**

The Java code reads a line of input from the user, which is expected to be a string of '+', and '-' characters of length 4. It then performs a series of checks on this input string against hardcoded patterns using boolean logic and prints a specific integer based on which conditions are met. The `I` and `l` methods introduce obfuscation by inverting the conventional meaning of boolean true and false, where `I` returns true if the input is not 0 and `l` returns true if the input is 0. The goal is to categorize the input string based on these pattern matches and output a corresponding integer (-4, -2, 0, 4, or 2).
</Summary_description>"
"p03315","Encryption_Failure","without_comments-encryption < 0.5 (after comments removed)",0.25,0.9,0.8,0.3,0.2,0.7,"without_comments","**Title:** Plus-Minus String Value Calculator

**Goal:** The code reads a 4-character string composed of plus (`+`) and minus (`-`) signs. It determines and prints a numerical score based on the count of these symbols, effectively treating each `+` as +1 and each `-` as -1 to calculate the net sum (resulting in -4, -2, 0, 2, or 4).","encryption","This Java code is an obfuscated credential or command checker. Upon execution, it dynamically constructs a lookup table of integers and a list of strings decrypted via DES, Blowfish, and XOR algorithms to hide their content. It then reads user input and compares it against these decrypted values, outputting a specific status integer based on which category or specific string the input matches."
"p02627","Encryption_Failure","without_comments-encryption < 0.5 (after comments removed)",0.5,0.95,0.9,0.8,0.15000000000000002,0.7999999999999999,"without_comments","**Title:** Alphabet Case Category Detector

**Goal:** The main goal of this code is to identify whether a user-inputted string represents an uppercase or lowercase letter. It uses two switch statements to check the input against all English alphabets: if the input is an uppercase letter (A-Z), it prints ""A"", and if it is a lowercase letter (a-z), it prints ""a"".","encryption","The main goal of this code is to **deobfuscate and initialize a set of hidden string literals** at runtime to evade static analysis. It functions as a decryption layer typically found in malware or protected software to conceal sensitive data such as command-and-control URLs or system commands.

The code operates through the following specific functions:
1.  **`IIl()`**: Dynamically calculates integer constants and array indices using complex bitwise operations (XOR, AND) to obscure the program's flow and data structure.
2.  **`ll()`**: Orchestrates the population of the global string array `I` by decoding encrypted strings using specific keys.
3.  **Decryption Methods**:
    *   **`I(String obj, String key)`**: Decrypts Base64-encoded strings using the **DES** algorithm with an MD5-hashed key.
    *   **`Il(String obj, String key)`**: Decrypts Base64-encoded strings using the **Blowfish** algorithm with an MD5-hashed key.
    *   **`l(String obj, String key)`**: Decrypts Base64-encoded strings using a custom **XOR** cipher operation."
"p02381","Encryption_Failure","without_comments-encryption < 0.5 (after comments removed)",0.8,0.8,0.8,0.8500000000000001,0.3,0.5,"without_comments","**Title:** Standard Deviation Calculator for Multiple Test Sets

**Main Goal:**
The code calculates and prints the standard deviation for multiple datasets of student test scores entered via standard input until a termination signal is received.

**Code Functions:**
1.  **Input Handling:**
    *   It operates in a loop, first reading an integer `n` representing the number of scores. The loop terminates if `n` is 0.
    *   It validates that `n` is between 0 and 1000.
    *   It reads a line of space-separated integers representing the actual test scores and verifies the quantity matches `n`.

2.  **Statistical Logic:**
    *   **Mean Calculation:** It sums the scores and divides by `n` to find the average ($m$).
    *   **Variance Calculation:** It iterates through the scores, calculating the squared difference between each score and the mean, summing these, and dividing by `n` to find the Variance ($V$).
    *   **Standard Deviation:** It calculates the square root of the Variance to determine the standard deviation.

3.  **Output:**
    *   The results are stored in an array and, once the input loop terminates, the program outputs each calculated standard deviation formatted to 5 decimal places.","encryption","### Title: Obfuscated Standard Deviation Calculator

The main goal of this code is to calculate the **Standard Deviation** for sets of numbers (likely student scores) provided via user input. The code is heavily obfuscated to hide its logic, utilizing encryption (Blowfish) and bitwise operations to mask strings and constants.

**Detailed Breakdown of Functions:**

1.  **`l(String obj, String key)`**:
    *   A helper function that performs **XOR decryption**. It takes a Base64 encoded string, decodes it, and decrypts it using a cyclic XOR operation with the provided key.

2.  **`I(String obj, String key)`**:
    *   A helper function that performs **Blowfish decryption**. It hashes the key using MD5 and decrypts the Base64 encoded string using the Blowfish algorithm.

3.  **`ll()` (Static Initializer)**:
    *   Initializes the integer array `l` using complex bitwise operations. These values serve as constants and array indices throughout the program (e.g., `l[3]` resolves to `2`, used for `Cipher.DECRYPT_MODE`).

4.  **`Il()` (Static Initializer)**:
    *   Initializes the String array `I` by decrypting hidden strings.
    *   It hides the space delimiter `"" ""` (used to split input numbers) and the output format string (e.g., `""%f""`) inside encrypted strings to prevent easy reverse engineering.

5.  **`main(String[] args)`**:
    *   **Input Loop**: continuously reads an integer `n` (the count of numbers) and then a line containing `n` space-separated numbers. The loop stops when `n` is 0.
    *   **Calculation**:
        1.  Parses the input numbers into an array.
        2.  Calculates the **Mean** (average, stored in variable `m`).
        3.  Calculates the **Variance** (sum of squared differences from the mean, stored in variable `V`).
        4.  Calculates the **Standard Deviation** (`Math.sqrt(V / n)`).
    *   **Output**: Stores the results and prints the standard deviation for each dataset using the decrypted format string."
"p02394","Dead_Code_Failure","without_comments-dead_code < 0.5 (after comments removed)",0.6499999999999999,0.9,0.9,0.3,0.25,0.6000000000000001,"without_comments","The code reads five integers representing a rectangle's dimensions, a circle's center coordinates, and a radius. It calculates whether the defined circle lies entirely within the rectangular boundary formed by the origin and the given dimensions, handling various coordinate quadrants, and outputs ""Yes"" if enclosed or ""No"" otherwise.","dead_code","**Code Description: Checks Geometric Conditions and Outputs ""Yes"" or ""No""**

This Java code reads five integers (a, b, c, d, e) from standard input and then evaluates a series of logical conditions based on these integers. These conditions use helper functions `I`, `l`, `Il`, and `ll` which implement comparison operations (less than or equal to, greater than or equal to, less than or equals to zero, and equal to zero, respectively).

The core logic involves four `if` statements, each checking a different set of inequalities involving a, b, c, d, and e. If any of these `if` conditions are met, the program prints ""Yes"" to the console and increments a counter variable `chksum`. Finally, if `chksum` remains 0 after evaluating all four conditions, the program prints ""No"".

The goal of the code is to determine if any of the given geometric conditions are satisfied based on the input values, and to print either ""Yes"" if at least one condition is met, or ""No"" otherwise. The precise geometric meaning of these conditions is obscured by the obfuscated naming of variables and methods, but the code essentially tests various relationships between these five input integers.
</Summary_description>"
"p02394","Encryption_Failure","without_comments-encryption < 0.5 (after comments removed)",0.6499999999999999,0.9,0.9,0.3,0.25,0.65,"without_comments","The code reads five integers representing a rectangle's dimensions, a circle's center coordinates, and a radius. It calculates whether the defined circle lies entirely within the rectangular boundary formed by the origin and the given dimensions, handling various coordinate quadrants, and outputs ""Yes"" if enclosed or ""No"" otherwise.","encryption","The code is an obfuscated Java program that determines if a circle (defined by center coordinates and radius) is strictly contained within a rectangle defined by width and height relative to the origin. It employs multiple encryption layers (Blowfish, DES, XOR) and bitwise arithmetic to hide string literals and logical constants."
"p02418","Dead_Code_Failure","without_comments-dead_code < 0.5 (after comments removed)",0.75,0.9,0.8500000000000001,0.25,0.25,0.65,"without_comments","### Title: Circular Substring Search Checker

**Main Goal:** To determine if a specific target string (`want`) exists as a substring within a source string (`str`), treating the source string as a circular ring where the end connects back to the start.

**Functionality:**
1.  **Input Handling:** The code reads two strings from the user: a source text and a pattern to search for.
2.  **Circular Matching:** It iterates through every character of the source string as a potential starting point. It compares the pattern against the source string.
3.  **Index Wrapping:** Crucially, if the comparison reaches the end of the source string while still matching the pattern, the logic wraps around to the beginning of the source string (index 0) to continue the comparison.
4.  **Output:** It prints ""Yes"" if the pattern is found within the circular string, and ""No"" otherwise.","dead_code","**Goal: String Matching with Early Exits**

This Java code snippet aims to determine if a given string `want` is present within another string `str`.  It reads two strings from the input, `str` and `want`. It then attempts to find `want` within `str`. The code is obfuscated with unnecessary conditional statements (`if (null == null)`, `if ("""".length() <= 0)`, `if (-(92 + 155 - 117 + 65 ^ 42 + 92 - -9 + 55) < 0)`) and seemingly pointless arithmetic operations within conditional checks (e.g., `(116 + 12 - 34 + 69 ^ 108 + 87 - 99 + 71) <= 0`). These additions serve no functional purpose and appear designed solely to make the code harder to understand. Furthermore, the use of single-letter method names and their unconventional capitalization make the code less readable. The code has early exit points within loops, causing it not to execute completely and potentially giving incorrect results. The overall goal is string matching but is poorly and unreliably implemented. It prints ""Yes"" if a match is (potentially incorrectly) found and ""No"" otherwise.
        </Summary_description>"
"p02418","Encryption_Failure","without_comments-encryption < 0.5 (after comments removed)",0.75,0.9,0.8500000000000001,0.25,0.25,0.65,"without_comments","### Title: Circular Substring Search Checker

**Main Goal:** To determine if a specific target string (`want`) exists as a substring within a source string (`str`), treating the source string as a circular ring where the end connects back to the start.

**Functionality:**
1.  **Input Handling:** The code reads two strings from the user: a source text and a pattern to search for.
2.  **Circular Matching:** It iterates through every character of the source string as a potential starting point. It compares the pattern against the source string.
3.  **Index Wrapping:** Crucially, if the comparison reaches the end of the source string while still matching the pattern, the logic wraps around to the beginning of the source string (index 0) to continue the comparison.
4.  **Output:** It prints ""Yes"" if the pattern is found within the circular string, and ""No"" otherwise.","encryption","**Title: Obfuscated Circular Substring Checker**

        This code accepts two strings from the user and determines if the second string is a substring of the first, utilizing a circular search algorithm (treating the first string as a loop). It heavily employs obfuscation to hide its intent: it dynamically generates integer constants using bitwise operations and decrypts the final result strings (""Yes"" and ""No"") at runtime using both XOR-based and Blowfish encryption methods."
"p02801","Encryption_Failure","without_comments-encryption < 0.5 (after comments removed)",0.7,0.9,0.9,0.6,0.1,0.8,"without_comments","**Title: Sequential Alphabet Character Printer**

**Main Goal:**
The code accepts a lowercase English letter as input and outputs the immediately following letter in the alphabet.

**Functionality:**
1.  **Input:** It reads a line of text (a string) from the standard input using `BufferedReader`.
2.  **Mapping:** It utilizes a `switch` statement to check the input string against specific cases ranging from ""a"" to ""y"".
3.  **Output:** For valid inputs, it prints the subsequent alphabetical character (e.g., input ""a"" prints ""b""). If the input is ""z"" or an undefined character, the program terminates without producing output.","encryption","This Java snippet represents a decompiled string obfuscation layer used to hide sensitive data. It utilizes a static initializer to generate integer constants and populate a string array by decrypting hardcoded Base64 values using a combination of Blowfish, DES, and XOR algorithms."
